League,Team,Matches,Wins,Draws,Losses,Points,Expected Points,Goals For,Goals Against,Goal Difference,Avg Age,Possession %,Goals p90,xG p90,Shots p90,Shot Accuracy %,Crosses p90,Dribbles p90,Touches in Box p90,xG Against p90,Goals Against p90,Shots Against p90,Defensive Duels p90,Defensive Duels Won %,Aerial Duels p90,Aerial Duels Won %,PPDA,Passes p90,Pass Accuracy %,Through Passes p90,Passes to Final Third p90,Passes to Final Third Acc %,Long Passes p90,Long Pass Accuracy %,Progressive Passes p90,Progressive Runs p90
England 6,Hereford FC,28,7,6,15,27,34.5,33,50,-17,26.2,50.2,1.12,1.37,12.64,36.2,15.42,22.41,15.8,1.53,1.66,12.85,61.73,64.0,50.41,43.4,10.45,307.05,75.5,3.49,52.41,60.8,54.88,52.6,68.78,14.37
England 6,Horsham,34,12,13,9,49,48.5,44,36,8,28.2,49.9,1.17,1.17,9.54,42.9,13.07,19.45,14.21,1.12,0.96,9.51,65.16,67.8,49.78,43.5,11.73,346.61,75.9,2.84,51.96,52.2,63.86,48.3,72.12,12.78
England 6,Hemel Hempstead Town,33,15,7,11,52,48.1,35,36,-1,25.5,49.6,0.95,1.16,9.41,35.9,13.35,17.59,14.7,1.1,0.97,8.78,58.97,66.6,60.43,42.7,8.19,276.14,69.9,3.95,58.11,51.9,64.0,47.8,70.03,12.19
England 6,Chester,35,12,11,12,47,56.8,50,56,-6,25.7,49.6,1.3,1.44,12.05,36.1,15.13,21.35,17.34,1.12,1.45,9.64,57.87,65.5,61.0,45.7,10.01,324.13,74.8,3.68,56.57,56.3,56.0,47.8,69.48,12.72
England 6,Maidstone United,34,13,10,11,49,53.8,48,34,14,25.1,49.5,1.35,1.49,10.4,39.5,16.34,18.53,16.98,1.06,0.93,9.28,60.59,66.9,68.6,44.5,9.06,304.72,71.8,4.16,59.44,55.5,65.12,49.1,73.86,10.71
England 6,Chesham United,32,15,7,10,52,45.3,40,32,8,28.3,48.9,1.15,1.25,10.31,34.1,12.04,14.98,16.68,1.12,0.92,9.79,60.65,64.6,59.04,45.2,10.37,336.01,75.5,3.63,50.8,54.3,59.5,47.3,71.45,9.53
England 6,Scarborough Athletic,34,14,10,10,52,46.9,47,42,5,26.4,48.7,1.28,1.24,8.93,39.6,12.55,18.15,14.83,1.24,1.14,11.13,70.98,65.4,57.59,43.4,10.96,322.99,72.1,3.18,57.53,53.8,60.8,44.7,69.53,9.63
England 6,Radcliffe FC,34,17,4,13,55,57.8,63,53,10,29.4,48.4,1.69,1.76,13.07,36.9,14.17,25.55,18.13,1.23,1.42,10.95,59.31,60.4,44.64,44.0,8.98,275.94,71.8,2.62,52.65,57.3,52.22,47.6,66.94,14.51
England 6,Hornchurch,32,16,8,8,56,49.9,54,45,9,27.7,48.1,1.53,1.7,12.5,36.6,15.31,17.98,19.23,1.42,1.28,11.96,60.66,63.5,60.95,46.6,10.6,305.81,69.4,4.03,58.48,50.0,65.18,43.6,73.93,11.81
England 6,Weston-super-Mare,31,16,6,9,54,47.9,45,31,14,27.7,47.6,1.35,1.43,10.28,37.1,13.13,15.3,13.7,1.05,0.84,9.29,61.03,64.6,51.87,46.8,11.79,309.73,74.0,3.4,56.04,54.4,59.95,46.9,68.0,11.78
England 6,Hampton & Richmond,34,9,9,16,36,31.7,40,54,-14,26.2,47.4,1.1,0.94,9.4,34.7,11.95,14.77,11.56,1.59,1.45,12.36,70.96,65.9,59.73,42.8,9.46,296.66,72.4,3.86,51.62,52.4,56.16,44.8,66.33,8.36
England 6,Farnborough,32,8,8,16,32,36.0,42,66,-24,27.0,47.3,1.19,1.24,10.19,36.0,11.63,19.17,14.26,1.62,1.86,12.91,70.6,65.7,56.96,44.0,10.09,296.07,72.9,4.18,50.46,54.3,53.74,45.1,68.28,12.14
England 6,Oxford City,34,8,8,18,32,37.9,40,53,-13,25.4,47.0,1.1,1.03,7.48,47.6,10.88,16.67,11.87,1.32,1.38,12.56,65.6,64.3,50.22,43.8,12.54,339.74,76.7,4.06,48.01,54.7,55.21,47.7,69.46,9.63
England 6,Dagenham & Redbridge,34,13,10,11,49,55.3,45,39,6,26.2,46.9,1.18,1.4,11.08,34.2,13.55,16.18,14.42,1.01,1.03,9.26,61.96,65.7,54.69,46.8,10.1,296.23,74.1,4.26,49.46,55.5,53.64,48.6,67.51,11.23
England 6,Slough Town,33,12,6,15,42,41.2,50,54,-4,25.7,46.4,1.37,1.3,10.2,37.0,13.04,20.98,14.74,1.51,1.45,12.09,65.28,67.2,53.85,39.0,9.77,272.98,70.3,4.48,57.24,54.6,57.37,47.1,67.99,11.84
England 6,Chorley,34,11,9,14,42,45.8,54,52,2,27.2,46.4,1.53,1.45,11.59,35.8,15.23,17.96,19.86,1.4,1.34,9.95,61.72,66.3,70.14,44.1,9.41,264.83,70.7,3.69,52.8,57.3,57.09,51.7,68.29,10.46
England 6,Tonbridge Angels,34,10,11,13,41,42.8,49,52,-3,23.9,46.2,1.3,1.14,9.48,39.3,13.02,19.27,13.02,1.3,1.38,11.34,70.75,66.3,54.97,42.3,10.71,289.8,72.3,3.86,48.53,54.6,58.35,46.3,68.89,10.86
England 6,Spennymoor Town,32,13,7,12,46,42.3,43,55,-12,28.6,44.8,1.24,1.28,10.65,41.0,13.22,14.81,14.41,1.44,1.59,11.69,64.89,65.5,58.38,51.9,14.73,314.49,72.5,3.96,52.83,52.0,63.53,46.4,72.76,9.46
England 6,Dover Athletic,34,11,9,14,42,35.1,48,52,-4,24.6,44.7,1.27,1.08,8.93,36.5,12.37,18.91,14.36,1.68,1.38,12.82,69.26,65.8,72.86,49.4,9.27,231.78,64.6,3.97,50.67,50.6,59.57,47.1,65.98,7.97
England 6,Curzon Ashton,34,13,8,13,47,41.4,55,56,-1,26.2,44.3,1.59,1.41,10.55,38.8,15.63,16.03,15.66,1.57,1.44,14.65,66.24,61.4,49.11,42.7,12.0,303.22,71.8,6.46,58.19,53.4,64.59,45.8,73.25,9.46
England 6,Worksop Town,35,10,8,17,38,39.1,43,62,-19,27.7,44.2,1.22,1.34,10.43,40.3,17.05,16.31,16.34,1.61,1.62,11.77,68.35,65.1,77.44,48.3,9.58,272.56,69.6,3.5,58.46,56.7,68.12,54.3,73.38,7.13
England 6,Bath City,30,7,10,13,31,33.2,30,40,-10,25.6,44.0,0.9,1.03,8.99,33.0,11.53,15.87,13.3,1.36,1.2,10.78,69.42,67.7,72.66,44.1,9.26,256.37,65.7,3.68,57.53,47.8,62.75,44.8,65.41,7.1
England 6,Marine,32,14,6,12,48,46.3,43,48,-5,25.5,43.3,1.22,1.28,10.33,40.3,14.89,15.31,13.3,1.14,1.36,10.56,70.19,66.0,71.58,44.2,9.14,244.67,66.4,3.96,54.2,54.2,64.67,49.6,69.85,7.64
England 6,Leamington,31,4,6,21,18,24.5,22,56,-34,26.2,42.0,0.64,0.84,9.45,31.6,11.15,16.33,12.05,1.71,1.64,13.46,64.9,65.3,57.41,40.8,13.4,244.11,67.3,2.37,50.94,51.6,61.53,46.5,63.14,10.3
England 6,Enfield Town,32,7,8,17,29,36.2,39,60,-21,25.5,39.9,1.14,1.09,9.66,33.2,14.67,16.16,13.97,1.46,1.49,12.98,65.76,64.2,64.62,43.5,12.15,236.89,66.8,3.24,47.93,50.6,55.49,44.7,63.54,7.96
England 6,Bedford Town,35,10,9,16,39,40.1,55,63,-8,26.1,39.7,1.43,1.13,9.41,39.2,13.28,16.74,12.89,1.58,1.61,13.15,65.49,63.6,54.44,48.1,11.04,228.02,66.9,3.12,44.97,50.1,51.42,44.7,60.13,8.89
England 6,Alfreton Town,30,8,8,14,32,32.4,30,55,-25,25.4,39.3,0.94,1.07,9.52,34.0,12.2,13.23,13.64,1.41,1.63,12.17,63.97,63.3,68.06,46.8,11.32,215.52,66.2,2.33,46.3,52.7,56.68,51.0,61.39,6.26
Estonia 1,Levadia,36,25,4,7,79,75.4,89,36,53,26.4,64.0,2.3,2.22,18.89,37.2,20.26,23.16,29.67,1.01,0.93,7.39,51.67,68.0,28.48,48.7,8.09,501.1,84.6,5.87,67.59,72.4,51.88,55.2,83.41,18.97
Estonia 1,Paide,36,21,7,8,70,70.7,63,32,31,26.8,61.1,1.62,1.89,14.97,31.5,19.33,23.49,27.79,0.88,0.82,8.03,59.23,65.7,26.92,48.2,8.66,474.21,84.0,4.72,61.51,71.0,49.23,55.3,83.05,16.62
Estonia 1,Flora,36,26,4,6,82,69.8,84,31,53,23.7,54.7,2.18,2.02,13.05,42.2,19.47,18.8,29.71,1.13,0.81,9.36,62.5,64.2,28.6,47.9,9.03,434.22,81.4,3.15,58.0,68.0,48.69,51.5,77.47,14.53
Estonia 1,Nõmme Kalju,36,23,5,8,74,62.9,69,37,32,23.0,54.4,1.8,1.84,14.95,37.9,16.85,27.94,24.05,1.23,0.97,11.43,64.96,64.7,31.59,50.1,9.71,388.15,80.7,4.04,55.28,67.3,53.63,57.2,73.75,17.24
Estonia 1,Trans,36,15,6,15,51,48.1,53,52,1,24.2,50.2,1.37,1.48,13.13,35.0,13.64,20.57,18.91,1.5,1.34,9.66,73.51,66.9,42.09,44.3,7.28,335.56,74.1,4.88,52.22,58.5,56.25,47.6,72.66,12.14
